Economy_Label,Year,Total fonction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Total fonction_US_dollars_at_current_prices_Footnote,Total fonction_US_dollars_at_current_prices_MissingValue,"Agriculture, sylviculture, peche et chasse_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_Footnote","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_MissingValue","Industries extractives et manufacturieres, construction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_Footnote","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_MissingValue",Transports_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Transports_US_dollars_at_current_prices_Footnote,Transports_US_dollars_at_current_prices_MissingValue,Communications_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Communications_US_dollars_at_current_prices_Footnote,Communications_US_dollars_at_current_prices_MissingValue,Combustibles et energie_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Combustibles et energie_US_dollars_at_current_prices_Footnote,Combustibles et energie_US_dollars_at_current_prices_MissingValue,Protection de l'environnement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Protection de l'environnement_US_dollars_at_current_prices_Footnote,Protection de l'environnement_US_dollars_at_current_prices_MissingValue,Logement et developpement collectif_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Logement et developpement collectif_US_dollars_at_current_prices_Footnote,Logement et developpement collectif_US_dollars_at_current_prices_MissingValue,Sante_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Sante_US_dollars_at_current_prices_Footnote,Sante_US_dollars_at_current_prices_MissingValue,Enseignement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Enseignement_US_dollars_at_current_prices_Footnote,Enseignement_US_dollars_at_current_prices_MissingValue,Securite sociale et oeuvres sociales_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_Footnote,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_MissingValue,Services generaux des administrations publiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Services generaux des administrations publiques_US_dollars_at_current_prices_Footnote,Services generaux des administrations publiques_US_dollars_at_current_prices_MissingValue,Defense nationale_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Defense nationale_US_dollars_at_current_prices_Footnote,Defense nationale_US_dollars_at_current_prices_MissingValue,Ordre et securite publics_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Ordre et securite publics_US_dollars_at_current_prices_Footnote,Ordre et securite publics_US_dollars_at_current_prices_MissingValue,"Loisirs, culture et cultes_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Loisirs, culture et cultes_US_dollars_at_current_prices_Footnote","Loisirs, culture et cultes_US_dollars_at_current_prices_MissingValue","Tutelle de l'economie generale, des echanges et de l'emploi_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_Footnote","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_MissingValue",Autres branches d'activite_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres branches d'activite_US_dollars_at_current_prices_Footnote,Autres branches d'activite_US_dollars_at_current_prices_MissingValue,RetD concernant les affaires economiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,RetD concernant les affaires economiques_US_dollars_at_current_prices_Footnote,RetD concernant les affaires economiques_US_dollars_at_current_prices_MissingValue,Affaires economiques n.c.a._Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Affaires economiques n.c.a._US_dollars_at_current_prices_Footnote,Affaires economiques n.c.a._US_dollars_at_current_prices_MissingValue,Autres_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres_US_dollars_at_current_prices_Footnote,Autres_US_dollars_at_current_prices_MissingValue
Maldives,2005,451,,,5,,,0,,,43,,,,,,1,,,3,,,67,,,41,,,66,,,39,,,98,,,33,,,31,,,20,,,,,,,,,,,,4,,,16,,
Maldives,2006,552,,,9,,,11,,,36,,,,,,2,,,6,,,101,,,54,,,82,,,23,,,123,,,33,,,39,,,24,,,,,,,,,,,,8,,,21,,
Maldives,2007,650,,,14,,,3,,,20,,,,,,0,,,11,,,135,,,61,,,103,,,18,,,144,,,37,,,65,,,30,,,,,,,,,,,,8,,,94,,
Maldives,2008,808,,,12,,,7,,,68,,,,,,1,,,7,,,81,,,104,,,127,,,50,,,182,,,46,,,77,,,38,,,,,,,,,,,,7,,,106,,
Maldives,2009,868,,,5,,,40,,,13,,,,,,2,,,7,,,55,,,109,,,151,,,36,,,220,,,59,,,91,,,73,,,,,,,,,,,,6,,,147,,
Maldives,2010,859,,,11,,,4,,,13,,,,,,2,,,5,,,75,,,74,,,136,,,45,,,316,,,52,,,93,,,27,,,,,,,,,,,,4,,,150,,
Maldives,2011,867,,,6,,,6,,,36,,,,,,27,,,13,,,89,,,25,,,123,,,78,,,284,,,62,,,93,,,23,,,,,,,,,,,,2,,,156,,
Maldives,2012,980,,,5,,,4,,,44,,,,,,1,,,9,,,80,,,19,,,143,,,103,,,416,,,53,,,99,,,,,,,,,,,,,,,3,,,181,,
Maldives,2013,996,,,5,,,11,,,28,,,,,,7,,,12,,,84,,,91,,,130,,,128,,,334,,,52,,,112,,,,,,,,,,,,,,,2,,,207,,
Maldives,2014,1168,,,6,,,3,,,53,,,,,,6,,,8,,,81,,,121,,,144,,,190,,,363,,,60,,,129,,,,,,,,,,,,,,,3,,,231,,
Maldives,2015,1475,,,5,,,9,,,90,,,,,,15,,,53,,,122,,,164,,,191,,,210,,,403,,,78,,,175,,,,,,,,,,,,,,,6,,,333,,
Maldives,2016,1744,,,,,,,,,,,,,,,,,,55,,,123,,,208,,,211,,,208,,,417,,,88,,,170,,,,,,,,,,,,,,,,,,,,
Maldives,2017,1462,,,,,,,,,,,,,,,,,,64,,,97,,,244,,,184,,,191,,,145,,,80,,,153,,,53,,,,,,,,,,,,,,,,,
Maldives,2018,1723,,,,,,,,,,,,,,,,,,81,,,58,,,221,,,208,,,291,,,169,,,92,,,163,,,56,,,,,,,,,,,,,,,,,
Maldives,2019,1885,,,,,,,,,,,,,,,,,,64,,,123,,,219,,,236,,,289,,,186,,,89,,,178,,,46,,,,,,,,,,,,,,,,,
Maldives,2020,1869,,,,,,,,,,,,,,,,,,40,,,82,,,280,,,214,,,220,,,181,,,89,,,165,,,39,,,,,,,,,,,,,,,,,
Maldives,2021,2114,,,,,,,,,,,,,,,,,,96,,,120,,,308,,,245,,,232,,,268,,,107,,,183,,,45,,,,,,,,,,,,,,,,,
Malta,2000,1536,,,,,,,,,,,,,,,,,,29,,,46,,,181,,,197,,,473,,,285,,,27,,,58,,,21,,,,,,,,,,,,,,,,,
Malta,2001,1593,,,23,,,40,,,83,,,2,,,0,,,38,,,38,,,185,,,217,,,497,,,271,,,28,,,61,,,23,,,55,,,31,,,1,,,0,,,,,
Malta,2002,1767,,,28,,,44,,,83,,,2,,,0,,,38,,,39,,,232,,,249,,,561,,,301,,,30,,,66,,,26,,,35,,,32,,,2,,,0,,,,,
Malta,2003,2433,,,40,,,63,,,301,,,2,,,0,,,72,,,50,,,298,,,317,,,705,,,350,,,43,,,86,,,33,,,38,,,33,,,2,,,0,,,,,
Malta,2004,2550,,,62,,,67,,,85,,,3,,,0,,,81,,,51,,,341,,,333,,,796,,,462,,,55,,,94,,,41,,,42,,,36,,,1,,,0,,,,,
Malta,2005,2722,,,68,,,60,,,119,,,5,,,8,,,93,,,49,,,384,,,346,,,842,,,450,,,54,,,95,,,39,,,71,,,35,,,2,,,0,,,,,
Malta,2006,2862,,,68,,,61,,,92,,,5,,,31,,,104,,,51,,,409,,,369,,,897,,,488,,,47,,,95,,,37,,,62,,,45,,,2,,,0,,,,,
Malta,2007,3248,,,65,,,66,,,103,,,5,,,55,,,129,,,51,,,433,,,412,,,1056,,,547,,,49,,,110,,,43,,,69,,,53,,,1,,,0,,,,,
Malta,2008,3850,,,69,,,64,,,234,,,6,,,89,,,144,,,64,,,475,,,467,,,1200,,,661,,,56,,,126,,,56,,,78,,,58,,,2,,,0,,,,,
Malta,2009,3593,,,69,,,58,,,109,,,7,,,7,,,137,,,29,,,439,,,461,,,1214,,,673,,,75,,,125,,,63,,,70,,,56,,,3,,,0,,,,,
Malta,2010,3629,,,62,,,59,,,111,,,8,,,18,,,173,,,29,,,460,,,492,,,1201,,,598,,,67,,,122,,,68,,,95,,,62,,,3,,,0,,,,,
Malta,2011,4044,,,61,,,62,,,220,,,10,,,12,,,130,,,33,,,516,,,544,,,1314,,,684,,,78,,,132,,,82,,,84,,,79,,,4,,,0,,,,,
Malta,2012,3988,,,57,,,58,,,169,,,10,,,34,,,140,,,41,,,507,,,534,,,1291,,,684,,,65,,,131,,,85,,,103,,,70,,,9,,,0,,,,,
Malta,2013,4306,,,58,,,52,,,124,,,10,,,44,,,147,,,34,,,577,,,586,,,1400,,,719,,,65,,,142,,,90,,,171,,,73,,,13,,,0,,,,,
Malta,2014,4681,,,55,,,51,,,193,,,11,,,62,,,175,,,37,,,643,,,624,,,1475,,,767,,,84,,,148,,,117,,,155,,,72,,,14,,,0,,,,,
Malta,2015,4272,,,57,,,43,,,199,,,3,,,62,,,207,,,39,,,598,,,565,,,1279,,,689,,,86,,,125,,,129,,,108,,,62,,,21,,,0,,,,,
Malta,2016,4244,,,53,,,39,,,168,,,5,,,60,,,121,,,30,,,618,,,599,,,1329,,,698,,,67,,,130,,,118,,,119,,,90,,,1,,,0,,,,,
Malta,2017,4646,,,50,,,35,,,171,,,5,,,70,,,128,,,33,,,689,,,627,,,1445,,,721,,,80,,,143,,,157,,,191,,,94,,,3,,,1,,,,,
Malta,2018,5479,,,72,,,46,,,329,,,6,,,86,,,206,,,64,,,781,,,758,,,1596,,,784,,,76,,,175,,,182,,,209,,,105,,,4,,,0,,,,,
Malta,2019,5671,,,58,,,39,,,306,,,8,,,74,,,191,,,109,,,820,,,797,,,1626,,,820,,,104,,,191,,,161,,,214,,,147,,,1,,,5,,,,,
Malta,2020,6871,,,64,,,47,,,418,,,7,,,117,,,213,,,91,,,1076,,,861,,,1793,,,825,,,78,,,220,,,185,,,717,,,153,,,0,,,4,,,,,
Malta,2021,7726,,,71,,,33,,,402,,,4,,,186,,,230,,,92,,,1179,,,977,,,1948,,,1109,,,105,,,267,,,227,,,691,,,203,,,1,,,0,,,,,
Marshall Islands,2010,84,,,,,,,,,,,,,,,,,,4,,,1,,,13,,,33,,,0,,,18,,,,,,5,,,,,,,,,,,,,,,,,,,,
Marshall Islands,2011,89,,,,,,,,,,,,,,,,,,4,,,2,,,12,,,34,,,0,,,23,,,,,,4,,,,,,,,,,,,,,,,,,,,
Marshall Islands,2012,94,,,,,,,,,,,,,,,,,,4,,,2,,,12,,,28,,,0,,,33,,,,,,5,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2013,99,,,,,,,,,,,,,,,,,,4,,,1,,,12,,,30,,,0,,,35,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2014,91,,,,,,,,,,,,,,,,,,4,,,1,,,13,,,29,,,0,,,24,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2015,98,,,,,,,,,,,,,,,,,,5,,,1,,,14,,,30,,,0,,,27,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2016,113,,,,,,,,,,,,,,,,,,5,,,2,,,17,,,31,,,1,,,31,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2017,129,,,,,,,,,,,,,,,,,,7,,,2,,,25,,,32,,,7,,,26,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2018,123,,,,,,,,,,,,,,,,,,2,,,2,,,23,,,32,,,3,,,34,,,,,,6,,,0,,,,,,,,,,,,,,,,,
Marshall Islands,2019,144,,,,,,,,,,,,,,,,,,3,,,0,,,25,,,37,,,5,,,37,,,,,,7,,,1,,,,,,,,,,,,,,,,,
Marshall Islands,2020,135,,,,,,,,,,,,,,,,,,0,,,2,,,22,,,31,,,6,,,43,,,,,,5,,,1,,,,,,,,,,,,,,,,,
Mauritius,2002,1133,,,44,,,13,,,34,,,6,,,1,,,49,,,77,,,97,,,171,,,243,,,227,,,9,,,84,,,22,,,,,,,,,,,,,,,,,
Mauritius,2003,1386,,,50,,,15,,,48,,,6,,,1,,,66,,,77,,,117,,,220,,,279,,,288,,,11,,,104,,,36,,,,,,,,,,,,,,,,,
Mauritius,2004,1563,,,65,,,,,,46,,,,,,,,,69,,,75,,,142,,,247,,,339,,,326,,,11,,,130,,,37,,,,,,,,,,,,,,,,,
Mauritius,2005,1490,,,,,,,,,27,,,3,,,,,,75,,,66,,,139,,,243,,,346,,,299,,,10,,,123,,,28,,,,,,,,,,,,,,,,,
Mauritius,2006,1552,,,0,,,0,,,53,,,,,,0,,,81,,,55,,,138,,,240,,,377,,,306,,,11,,,126,,,26,,,,,,,,,,,,,,,,,
Mauritius,2007,1650,,,48,,,,,,56,,,,,,,,,85,,,48,,,146,,,249,,,414,,,367,,,11,,,128,,,25,,,,,,,,,,,,,,,,,
Mauritius,2008,2002,,,122,,,18,,,62,,,,,,1,,,20,,,122,,,172,,,294,,,474,,,464,,,14,,,145,,,28,,,,,,,,,,,,,,,,,
Mauritius,2009,2010,,,94,,,26,,,85,,,3,,,4,,,76,,,59,,,192,,,328,,,426,,,480,,,15,,,161,,,30,,,,,,,,,,,,,,,,,
Mauritius,2010,2379,,,106,,,31,,,153,,,3,,,6,,,96,,,81,,,264,,,374,,,511,,,487,,,15,,,186,,,32,,,,,,,,,,,,,,,,,
Mauritius,2011,2599,,,82,,,25,,,364,,,7,,,2,,,102,,,108,,,269,,,412,,,582,,,472,,,18,,,243,,,35,,,,,,,,,,,,,,,,,
Mauritius,2012,2633,,,81,,,28,,,211,,,7,,,3,,,105,,,114,,,270,,,420,,,584,,,485,,,17,,,229,,,33,,,,,,0,,,0,,,,,,,,
Mauritius,2013,2965,,,85,,,29,,,225,,,6,,,11,,,67,,,163,,,295,,,463,,,640,,,561,,,23,,,302,,,38,,,,,,0,,,0,,,,,,,,
Mauritius,2014,3058,,,81,,,43,,,148,,,5,,,4,,,69,,,208,,,321,,,507,,,699,,,555,,,20,,,289,,,38,,,0,,,0,,,0,,,71,,,,,
Mauritius,2015,1347,,,,,,,,,,,,,,,,,,33,,,35,,,133,,,222,,,252,,,350,,,9,,,142,,,15,,,,,,,,,,,,,,,,,
Mauritius,2016,2823,,,,,,,,,,,,,,,,,,75,,,84,,,284,,,460,,,673,,,639,,,17,,,265,,,33,,,,,,,,,,,,,,,,,
Mauritius,2017,3341,,,,,,,,,,,,,,,,,,73,,,84,,,334,,,528,,,772,,,685,,,23,,,299,,,40,,,,,,,,,,,,,,,,,
Mauritius,2018,3562,,,83,,,46,,,230,,,6,,,2,,,73,,,116,,,348,,,549,,,974,,,647,,,23,,,295,,,42,,,64,,,50,,,1,,,14,,,,,
Mauritius,2019,3622,,,87,,,45,,,213,,,6,,,2,,,114,,,115,,,359,,,525,,,959,,,703,,,22,,,302,,,70,,,37,,,39,,,0,,,24,,,,,
Mauritius,2020,3822,,,94,,,43,,,181,,,6,,,3,,,8,,,93,,,373,,,479,,,1089,,,977,,,19,,,285,,,66,,,27,,,53,,,,,,27,,,,,
Mauritius,2021,3977,,,79,,,35,,,205,,,3,,,2,,,93,,,88,,,351,,,464,,,1196,,,1042,,,17,,,262,,,34,,,22,,,49,,,0,,,32,,,,,
Moldova,2002,535,,,9,,,1,,,8,,,0,,,0,,,2,,,11,,,64,,,107,,,157,,,115,,,8,,,41,,,11,,,0,,,0,,,0,,,0,,,,,
Moldova,2003,627,,,10,,,1,,,9,,,0,,,0,,,3,,,16,,,71,,,127,,,183,,,140,,,8,,,44,,,14,,,0,,,0,,,0,,,0,,,,,
Moldova,2004,910,,,20,,,1,,,15,,,,,,1,,,4,,,29,,,161,,,155,,,301,,,146,,,11,,,52,,,14,,,0,,,0,,,0,,,0,,,,,
Moldova,2005,1111,,,55,,,2,,,17,,,0,,,47,,,4,,,58,,,125,,,217,,,339,,,139,,,12,,,69,,,25,,,0,,,0,,,0,,,0,,,,,
Moldova,2006,1375,,,52,,,3,,,39,,,0,,,29,,,8,,,77,,,237,,,275,,,447,,,65,,,16,,,90,,,37,,,0,,,0,,,0,,,0,,,,,
Moldova,2007,1844,,,101,,,4,,,88,,,,,,38,,,11,,,62,,,217,,,352,,,553,,,229,,,23,,,105,,,47,,,,,,,,,,,,,,,,,
Moldova,2008,2506,,,120,,,3,,,110,,,,,,25,,,9,,,60,,,326,,,499,,,760,,,344,,,37,,,133,,,62,,,,,,,,,,,,,,,,,
Moldova,2009,2458,,,93,,,3,,,62,,,,,,17,,,11,,,49,,,346,,,510,,,818,,,326,,,22,,,137,,,53,,,,,,,,,,,,,,,,,
Moldova,2010,2373,,,69,,,2,,,89,,,,,,15,,,10,,,68,,,323,,,532,,,832,,,242,,,19,,,106,,,48,,,,,,,,,,,,,,,,,
Moldova,2011,2734,,,72,,,3,,,125,,,0,,,8,,,19,,,66,,,363,,,585,,,943,,,270,,,23,,,161,,,64,,,,,,,,,,,,,,,,,
Moldova,2012,2927,,,105,,,4,,,173,,,,,,16,,,24,,,67,,,392,,,610,,,961,,,299,,,24,,,166,,,70,,,,,,,,,,,,,,,,,
Moldova,2013,3077,,,110,,,5,,,213,,,0,,,20,,,31,,,93,,,415,,,561,,,1009,,,298,,,27,,,194,,,81,,,0,,,19,,,0,,,0,,,,,
Moldova,2014,3169,,,105,,,0,,,247,,,0,,,10,,,41,,,107,,,420,,,557,,,1008,,,283,,,29,,,200,,,84,,,0,,,22,,,0,,,55,,,,,
Moldova,2015,2473,,,60,,,0,,,129,,,0,,,2,,,24,,,55,,,343,,,450,,,835,,,243,,,24,,,160,,,59,,,0,,,20,,,0,,,68,,,,,
Moldova,2016,2432,,,67,,,3,,,129,,,0,,,8,,,9,,,57,,,327,,,430,,,867,,,258,,,28,,,168,,,59,,,7,,,8,,,8,,,0,,,,,
Moldova,2017,2947,,,88,,,3,,,160,,,0,,,12,,,8,,,71,,,393,,,523,,,1030,,,307,,,31,,,218,,,72,,,10,,,10,,,9,,,0,,,,,
Moldova,2018,3548,,,86,,,2,,,246,,,0,,,12,,,7,,,91,,,464,,,623,,,1250,,,330,,,38,,,260,,,90,,,22,,,13,,,11,,,0,,,,,
Moldova,2019,3754,,,86,,,3,,,273,,,0,,,6,,,9,,,88,,,491,,,690,,,1328,,,352,,,35,,,246,,,105,,,18,,,12,,,11,,,0,,,,,
Moldova,2020,4230,,,110,,,2,,,353,,,0,,,3,,,15,,,103,,,577,,,726,,,1503,,,380,,,38,,,275,,,100,,,20,,,13,,,12,,,0,,,,,
Moldova,2021,4639,,,112,,,3,,,318,,,1,,,3,,,17,,,123,,,765,,,758,,,1664,,,386,,,44,,,289,,,111,,,20,,,11,,,12,,,0,,,,,
Myannmar,2012,12218,,,553,,,2455,,,313,,,108,,,1712,,,6,,,283,,,453,,,921,,,260,,,1868,,,2247,,,209,,,463,,,367,,,0,,,0,,,0,,,,,
Myannmar,2013,14405,,,667,,,2263,,,379,,,279,,,3333,,,26,,,491,,,520,,,1079,,,315,,,1564,,,2381,,,308,,,278,,,400,,,123,,,0,,,0,,,,,
Myannmar,2014,16714,,,740,,,2773,,,380,,,159,,,4127,,,7,,,609,,,672,,,1260,,,388,,,1855,,,2511,,,332,,,147,,,426,,,327,,,0,,,0,,,,,
Myannmar,2015,15256,,,654,,,1611,,,396,,,97,,,3793,,,7,,,554,,,647,,,1333,,,511,,,1782,,,2702,,,308,,,123,,,472,,,267,,,0,,,0,,,,,
Myannmar,2016,13393,,,486,,,1319,,,321,,,280,,,3182,,,34,,,414,,,570,,,1297,,,510,,,1653,,,2392,,,378,,,107,,,76,,,0,,,0,,,374,,,,,
Myannmar,2017,15280,,,673,,,1359,,,625,,,147,,,3448,,,4,,,503,,,802,,,1312,,,567,,,2489,,,2343,,,350,,,108,,,550,,,0,,,0,,,0,,,,,
Myannmar,2018,5718,,,244,,,363,,,184,,,131,,,1368,,,19,,,216,,,244,,,554,,,253,,,898,,,904,,,252,,,56,,,30,,,0,,,0,,,2,,,,,
Myannmar,2019,14086,,,668,,,1079,,,573,,,179,,,3436,,,25,,,611,,,610,,,1383,,,641,,,1977,,,2292,,,390,,,143,,,78,,,0,,,0,,,0,,,,,
Nauru,2014,89,,,2,,,0,,,9,,,1,,,1,,,0,,,3,,,11,,,11,,,8,,,38,,,0,,,5,,,0,,,0,,,0,,,0,,,0,,,,,
Nauru,2015,77,,,1,,,0,,,5,,,1,,,3,,,0,,,5,,,9,,,8,,,2,,,33,,,0,,,7,,,0,,,0,,,0,,,0,,,2,,,,,
Nauru,2016,92,,,1,,,0,,,7,,,1,,,9,,,0,,,5,,,12,,,8,,,9,,,22,,,1,,,14,,,0,,,0,,,0,,,0,,,2,,,,,
Nauru,2017,106,,,2,,,0,,,4,,,1,,,11,,,1,,,4,,,12,,,14,,,8,,,26,,,1,,,21,,,0,,,0,,,0,,,0,,,0,,,,,
Nauru,2018,109,,,2,,,0,,,5,,,1,,,3,,,2,,,4,,,13,,,11,,,7,,,37,,,2,,,20,,,3,,,0,,,0,,,0,,,0,,,,,
Nepal,2019,8851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,2020,9091,,,648,,,45,,,1407,,,48,,,94,,,126,,,948,,,596,,,1042,,,633,,,1856,,,421,,,482,,,122,,,480,,,48,,,12,,,85,,,,,
Nepal,2021,10455,,,823,,,27,,,1751,,,55,,,67,,,119,,,798,,,738,,,1341,,,792,,,2618,,,439,,,527,,,98,,,32,,,80,,,35,,,114,,,,,
Netherlands,2000,176900,,,1324,,,402,,,10090,,,71,,,1241,,,6259,,,2389,,,19331,,,19386,,,61744,,,29431,,,6102,,,6199,,,5389,,,4138,,,1167,,,1712,,,524,,,,,
Netherlands,2001,185969,,,1343,,,452,,,11079,,,83,,,2638,,,6349,,,3048,,,20597,,,19921,,,64211,,,29078,,,6408,,,6783,,,6200,,,4296,,,1121,,,1744,,,615,,,,,
Netherlands,2002,206968,,,1302,,,514,,,12686,,,89,,,1237,,,7440,,,3512,,,24395,,,22798,,,71909,,,30139,,,6756,,,7902,,,7004,,,5095,,,1380,,,2053,,,758,,,,,
Netherlands,2003,259271,,,1822,,,641,,,15639,,,70,,,1623,,,9466,,,4943,,,31273,,,29531,,,90939,,,35718,,,8201,,,10154,,,8561,,,5713,,,1619,,,2344,,,1014,,,,,
Netherlands,2004,287387,,,1531,,,667,,,16322,,,127,,,1838,,,10637,,,3560,,,35307,,,33687,,,102244,,,39602,,,9034,,,11521,,,9454,,,6496,,,1676,,,2722,,,963,,,,,
Netherlands,2005,291855,,,1380,,,605,,,16293,,,173,,,2460,,,10810,,,2895,,,36750,,,35416,,,103553,,,40515,,,8348,,,11815,,,9640,,,5993,,,1703,,,2779,,,728,,,,,
Netherlands,2006,318456,,,1580,,,724,,,16594,,,133,,,3246,,,11575,,,3334,,,48775,,,38145,,,108107,,,42302,,,9322,,,12963,,,10300,,,5968,,,1848,,,2990,,,551,,,,,
Netherlands,2007,362315,,,1549,,,825,,,20117,,,159,,,2903,,,13254,,,3928,,,57006,,,43624,,,122681,,,46533,,,10798,,,15401,,,11230,,,6264,,,2060,,,3354,,,629,,,,,
Netherlands,2008,413690,,,1763,,,1090,,,23282,,,163,,,3586,,,14996,,,5177,,,62354,,,49856,,,140601,,,54050,,,11893,,,17446,,,13579,,,6727,,,2811,,,3680,,,635,,,,,
Netherlands,2009,417401,,,1823,,,1195,,,23480,,,195,,,3122,,,15167,,,6433,,,64620,,,49169,,,143117,,,47930,,,11896,,,17520,,,13619,,,10296,,,2936,,,4289,,,594,,,,,
Netherlands,2010,408159,,,1947,,,850,,,23327,,,168,,,3062,,,13821,,,5556,,,65721,,,47760,,,142230,,,48078,,,10773,,,16479,,,12865,,,8099,,,2679,,,4348,,,395,,,,,
Netherlands,2011,426817,,,1789,,,951,,,23901,,,97,,,3988,,,14375,,,4726,,,71340,,,49853,,,151986,,,48205,,,11286,,,17200,,,13128,,,5848,,,3079,,,4685,,,380,,,,,
Netherlands,2012,394485,,,1449,,,957,,,21223,,,113,,,3030,,,12973,,,4660,,,68200,,,46302,,,142496,,,43638,,,9604,,,16123,,,11695,,,4966,,,2938,,,3934,,,184,,,,,
Netherlands,2013,410877,,,1482,,,794,,,21749,,,150,,,2996,,,13464,,,4913,,,70461,,,47504,,,150785,,,44920,,,9965,,,17223,,,11864,,,5755,,,2481,,,4222,,,149,,,,,
Netherlands,2014,411156,,,1464,,,772,,,21615,,,132,,,3058,,,12699,,,4541,,,71040,,,48504,,,152056,,,45973,,,9682,,,16670,,,11215,,,4268,,,2975,,,4284,,,209,,,,,
Netherlands,2015,343355,,,1063,,,577,,,17410,,,93,,,2028,,,10341,,,3653,,,59100,,,40585,,,128991,,,37517,,,8552,,,14457,,,9859,,,2743,,,2820,,,3463,,,103,,,,,
Netherlands,2016,342218,,,926,,,460,,,16846,,,101,,,2373,,,10878,,,3276,,,56842,,,41374,,,131810,,,33742,,,8872,,,14767,,,10034,,,3128,,,2678,,,4051,,,60,,,,,
Netherlands,2017,354053,,,1069,,,225,,,17739,,,105,,,1844,,,11266,,,3109,,,60768,,,42754,,,135984,,,33599,,,9637,,,14968,,,10447,,,3636,,,2699,,,4147,,,56,,,,,
Netherlands,2018,386454,,,1090,,,308,,,19025,,,113,,,2850,,,12576,,,4081,,,67146,,,46220,,,145572,,,36956,,,10716,,,16775,,,11669,,,4005,,,3017,,,4274,,,61,,,,,
Netherlands,2019,383412,,,1135,,,283,,,18985,,,114,,,3346,,,12433,,,4069,,,66986,,,45382,,,144288,,,36167,,,11195,,,16806,,,11113,,,3847,,,2867,,,4333,,,63,,,,,
Netherlands,2020,435166,,,1612,,,240,,,21504,,,126,,,3007,,,13521,,,4300,,,75857,,,47631,,,156693,,,37828,,,12242,,,18333,,,11815,,,22742,,,2978,,,4656,,,81,,,,,
Netherlands,2021,472000,,,1762,,,317,,,23470,,,132,,,4686,,,14120,,,4517,,,88012,,,52018,,,168479,,,39532,,,13166,,,19796,,,12807,,,20382,,,3205,,,5420,,,177,,,,,
New Zealand,2009,47432,,,,,,,,,,,,,,,,,,1342,,,712,,,8393,,,7843,,,14808,,,5175,,,1349,,,2351,,,1289,,,,,,,,,,,,,,,,,
New Zealand,2010,57148,,,,,,,,,,,,,,,,,,1644,,,892,,,9930,,,9580,,,17687,,,6329,,,1584,,,2822,,,1508,,,,,,,,,,,,,,,,,
New Zealand,2011,74333,,,,,,,,,,,,,,,,,,1555,,,1386,,,11182,,,10921,,,27651,,,9058,,,1677,,,3485,,,1658,,,,,,,,,,,,,,,,,
New Zealand,2012,68689,,,,,,,,,,,,,,,,,,1801,,,1454,,,12177,,,11426,,,21012,,,8172,,,1673,,,3481,,,1643,,,,,,,,,,,,,,,,,
New Zealand,2013,71272,,,,,,,,,,,,,,,,,,2019,,,1218,,,12995,,,11632,,,21437,,,9122,,,1784,,,3771,,,1713,,,,,,,,,,,,,,,,,
New Zealand,2014,73992,,,,,,,,,,,,,,,,,,2066,,,1321,,,13570,,,12139,,,22432,,,8663,,,2027,,,3892,,,1929,,,,,,,,,,,,,,,,,
New Zealand,2015,64316,,,,,,,,,,,,,,,,,,1760,,,1165,,,11708,,,10692,,,19639,,,7341,,,1770,,,3144,,,1725,,,,,,,,,,,,,,,,,
